QE,AA,AAS_VIEWED_BY_QE,QE_AND_AA_APPENDED
HIXNY,00002,00002,HIXNY|00002
GRRHIO,UR0542,UR0542,GRRHIO|UR0542
GRRHIO,UR0543,UR0543,GRRHIO|UR0543
GRRHIO,UR0544,UR0544,GRRHIO|UR0544
GRRHIO,UR0546,UR0546,GRRHIO|UR0546
GRRHIO,UR0548,UR0548,GRRHIO|UR0548
GRRHIO,UR0549,UR0549,GRRHIO|UR0549
GRRHIO,UR0550,UR0550,GRRHIO|UR0550
GRRHIO,UR0551,UR0551,GRRHIO|UR0551
GRRHIO,UR0552,UR0552,GRRHIO|UR0552
GRRHIO,UR0553,UR0553,GRRHIO|UR0553
GRRHIO,UR0554,UR0554,GRRHIO|UR0554
GRRHIO,UR0555,UR0555,GRRHIO|UR0555
GRRHIO,UR0556,UR0556,GRRHIO|UR0556
GRRHIO,UR0557,UR0557,GRRHIO|UR0557
GRRHIO,UR0558,UR0558,GRRHIO|UR0558
GRRHIO,UR0559,UR0559,GRRHIO|UR0559
GRRHIO,UR0560,UR0560,GRRHIO|UR0560
GRRHIO,UR0561,UR0561,GRRHIO|UR0561
GRRHIO,UR0563,UR0563,GRRHIO|UR0563
GRRHIO,UR0565,UR0565,GRRHIO|UR0565
GRRHIO,UR0566,UR0566,GRRHIO|UR0566
GRRHIO,UR0567,UR0567,GRRHIO|UR0567
GRRHIO,UR0568,UR0568,GRRHIO|UR0568
GRRHIO,UR0569,UR0569,GRRHIO|UR0569
GRRHIO,UR0570,UR0570,GRRHIO|UR0570
GRRHIO,UR0571,UR0571,GRRHIO|UR0571
GRRHIO,UR0573,UR0573,GRRHIO|UR0573
GRRHIO,UR0574,UR0574,GRRHIO|UR0574
GRRHIO,UR0575,UR0575,GRRHIO|UR0575
GRRHIO,UR0576,UR0576,GRRHIO|UR0576
GRRHIO,UR0578,UR0578,GRRHIO|UR0578
GRRHIO,UR0579,UR0579,GRRHIO|UR0579
GRRHIO,UR0580,UR0580,GRRHIO|UR0580
GRRHIO,UR0581,UR0581,GRRHIO|UR0581
GRRHIO,UR0582,UR0582,GRRHIO|UR0582
GRRHIO,UR0583,UR0583,GRRHIO|UR0583
GRRHIO,UR0584,UR0584,GRRHIO|UR0584
GRRHIO,UR0585,UR0585,GRRHIO|UR0585
GRRHIO,UR0586,UR0586,GRRHIO|UR0586
GRRHIO,UR0587,UR0587,GRRHIO|UR0587
GRRHIO,UR0590,UR0590,GRRHIO|UR0590
GRRHIO,UR0591,UR0591,GRRHIO|UR0591
GRRHIO,UR0593,UR0593,GRRHIO|UR0593
GRRHIO,UR0594,UR0594,GRRHIO|UR0594
GRRHIO,UR0595,UR0595,GRRHIO|UR0595
GRRHIO,UR0596,UR0596,GRRHIO|UR0596
GRRHIO,UR0597,UR0597,GRRHIO|UR0597
GRRHIO,UR0598,UR0598,GRRHIO|UR0598
GRRHIO,UR0599,UR0599,GRRHIO|UR0599
GRRHIO,UR0602,UR0602,GRRHIO|UR0602
GRRHIO,UR0603,UR0603,GRRHIO|UR0603
GRRHIO,UR0604,UR0604,GRRHIO|UR0604
GRRHIO,UR0605,UR0605,GRRHIO|UR0605
GRRHIO,UR0606,UR0606,GRRHIO|UR0606
GRRHIO,UR0607,UR0607,GRRHIO|UR0607
GRRHIO,UR0608,UR0608,GRRHIO|UR0608
GRRHIO,UR0609,UR0609,GRRHIO|UR0609
GRRHIO,UR0610,UR0610,GRRHIO|UR0610
GRRHIO,UR0611,UR0611,GRRHIO|UR0611
GRRHIO,UR0612,UR0612,GRRHIO|UR0612
GRRHIO,UR0613,UR0613,GRRHIO|UR0613
GRRHIO,UR0614,UR0614,GRRHIO|UR0614
GRRHIO,UR0615,UR0615,GRRHIO|UR0615
GRRHIO,UR0617,UR0617,GRRHIO|UR0617
GRRHIO,UR0618,UR0618,GRRHIO|UR0618
GRRHIO,UR0620,UR0620,GRRHIO|UR0620
GRRHIO,UR0621,UR0621,GRRHIO|UR0621
GRRHIO,UR0624,UR0624,GRRHIO|UR0624
GRRHIO,UR0625,UR0625,GRRHIO|UR0625
GRRHIO,UR0626,UR0626,GRRHIO|UR0626
GRRHIO,UR0627,UR0627,GRRHIO|UR0627
GRRHIO,UR0629,UR0629,GRRHIO|UR0629
GRRHIO,UR0630,UR0630,GRRHIO|UR0630
GRRHIO,UR0631,UR0631,GRRHIO|UR0631
GRRHIO,UR0632,UR0632,GRRHIO|UR0632
GRRHIO,UR0633,UR0633,GRRHIO|UR0633
GRRHIO,UR0636,UR0636,GRRHIO|UR0636
GRRHIO,UR0637,UR0637,GRRHIO|UR0637
GRRHIO,UR0639,UR0639,GRRHIO|UR0639
GRRHIO,UR0642,UR0642,GRRHIO|UR0642
GRRHIO,UR0643,UR0643,GRRHIO|UR0643
GRRHIO,UR0644,UR0644,GRRHIO|UR0644
GRRHIO,UR0645,UR0645,GRRHIO|UR0645
GRRHIO,UR0646,UR0646,GRRHIO|UR0646
GRRHIO,UR0647,UR0647,GRRHIO|UR0647
GRRHIO,UR0648,UR0648,GRRHIO|UR0648
GRRHIO,UR0649,UR0649,GRRHIO|UR0649
GRRHIO,UR0650,UR0650,GRRHIO|UR0650
GRRHIO,UR0651,UR0651,GRRHIO|UR0651
GRRHIO,UR0652,UR0652,GRRHIO|UR0652
GRRHIO,UR0653,UR0653,GRRHIO|UR0653
GRRHIO,UR0654,UR0654,GRRHIO|UR0654
GRRHIO,UR0655,UR0655,GRRHIO|UR0655
GRRHIO,UR0656,UR0656,GRRHIO|UR0656
GRRHIO,UR0657,UR0657,GRRHIO|UR0657
GRRHIO,UR0658,UR0658,GRRHIO|UR0658
GRRHIO,UR0659,UR0659,GRRHIO|UR0659
GRRHIO,UR0660,UR0660,GRRHIO|UR0660
GRRHIO,UR0661,UR0661,GRRHIO|UR0661
GRRHIO,UR0662,UR0662,GRRHIO|UR0662
GRRHIO,UR0664,UR0664,GRRHIO|UR0664
GRRHIO,UR0665,UR0665,GRRHIO|UR0665
GRRHIO,UR0666,UR0666,GRRHIO|UR0666
GRRHIO,UR0668,UR0668,GRRHIO|UR0668
GRRHIO,UR0669,UR0669,GRRHIO|UR0669
GRRHIO,UR0670,UR0670,GRRHIO|UR0670
GRRHIO,UR0671,UR0671,GRRHIO|UR0671
GRRHIO,UR0672,UR0672,GRRHIO|UR0672
GRRHIO,UR0673,UR0673,GRRHIO|UR0673
GRRHIO,UR0674,UR0674,GRRHIO|UR0674
GRRHIO,UR0675,UR0675,GRRHIO|UR0675
GRRHIO,UR0676,UR0676,GRRHIO|UR0676
GRRHIO,UR0677,UR0677,GRRHIO|UR0677
GRRHIO,UR0678,UR0678,GRRHIO|UR0678
GRRHIO,UR0679,UR0679,GRRHIO|UR0679
GRRHIO,UR0680,UR0680,GRRHIO|UR0680
GRRHIO,UR0681,UR0681,GRRHIO|UR0681
GRRHIO,UR0682,UR0682,GRRHIO|UR0682
GRRHIO,UR0683,UR0683,GRRHIO|UR0683
GRRHIO,UR0684,UR0684,GRRHIO|UR0684
GRRHIO,UR0685,UR0685,GRRHIO|UR0685
GRRHIO,UR0686,UR0686,GRRHIO|UR0686
GRRHIO,UR0688,UR0688,GRRHIO|UR0688
GRRHIO,UR0689,UR0689,GRRHIO|UR0689
GRRHIO,UR0690,UR0690,GRRHIO|UR0690
GRRHIO,UR0691,UR0691,GRRHIO|UR0691
GRRHIO,UR0692,UR0692,GRRHIO|UR0692
GRRHIO,UR0693,UR0693,GRRHIO|UR0693
GRRHIO,UR0694,UR0694,GRRHIO|UR0694
GRRHIO,UR0695,UR0695,GRRHIO|UR0695
GRRHIO,UR0699,UR0699,GRRHIO|UR0699
GRRHIO,UR0700,UR0700,GRRHIO|UR0700
GRRHIO,UR0701,UR0701,GRRHIO|UR0701
GRRHIO,UR0703,UR0703,GRRHIO|UR0703
GRRHIO,UR0704,UR0704,GRRHIO|UR0704
GRRHIO,UR0706,UR0706,GRRHIO|UR0706
GRRHIO,UR0707,UR0707,GRRHIO|UR0707
GRRHIO,UR0708,UR0708,GRRHIO|UR0708
GRRHIO,UR0709,UR0709,GRRHIO|UR0709
GRRHIO,UR0710,UR0710,GRRHIO|UR0710
GRRHIO,UR0711,UR0711,GRRHIO|UR0711
GRRHIO,UR0712,UR0712,GRRHIO|UR0712
GRRHIO,UR0714,UR0714,GRRHIO|UR0714
GRRHIO,UR0715,UR0715,GRRHIO|UR0715
GRRHIO,UR0716,UR0716,GRRHIO|UR0716
GRRHIO,UR0717,UR0717,GRRHIO|UR0717
GRRHIO,UR0718,UR0718,GRRHIO|UR0718
GRRHIO,UR0719,UR0719,GRRHIO|UR0719
GRRHIO,UR0720,UR0720,GRRHIO|UR0720
GRRHIO,UR0721,UR0721,GRRHIO|UR0721
GRRHIO,UR0722,UR0722,GRRHIO|UR0722
GRRHIO,UR0723,UR0723,GRRHIO|UR0723
GRRHIO,UR0724,UR0724,GRRHIO|UR0724
GRRHIO,UR0725,UR0725,GRRHIO|UR0725
GRRHIO,UR0726,UR0726,GRRHIO|UR0726
GRRHIO,UR0727,UR0727,GRRHIO|UR0727
GRRHIO,UR0728,UR0728,GRRHIO|UR0728
GRRHIO,UR0729,UR0729,GRRHIO|UR0729
GRRHIO,UR0730,UR0730,GRRHIO|UR0730
GRRHIO,UR0732,UR0732,GRRHIO|UR0732
GRRHIO,UR0733,UR0733,GRRHIO|UR0733
GRRHIO,UR0734,UR0734,GRRHIO|UR0734
GRRHIO,UR0736,UR0736,GRRHIO|UR0736
GRRHIO,UR0737,UR0737,GRRHIO|UR0737
GRRHIO,UR0741,UR0741,GRRHIO|UR0741
GRRHIO,UR0742,UR0742,GRRHIO|UR0742
GRRHIO,UR0744,UR0744,GRRHIO|UR0744
GRRHIO,UR0749,UR0749,GRRHIO|UR0749
GRRHIO,UR0750,UR0750,GRRHIO|UR0750
GRRHIO,UR0751,UR0751,GRRHIO|UR0751
GRRHIO,UR0752,UR0752,GRRHIO|UR0752
GRRHIO,UR0753,UR0753,GRRHIO|UR0753
GRRHIO,UR0754,UR0754,GRRHIO|UR0754
GRRHIO,UR0755,UR0755,GRRHIO|UR0755
GRRHIO,UR0757,UR0757,GRRHIO|UR0757
GRRHIO,UR0758,UR0758,GRRHIO|UR0758
GRRHIO,UR0759,UR0759,GRRHIO|UR0759
GRRHIO,UR0760,UR0760,GRRHIO|UR0760
GRRHIO,UR0761,UR0761,GRRHIO|UR0761
GRRHIO,UR0762,UR0762,GRRHIO|UR0762
GRRHIO,UR0763,UR0763,GRRHIO|UR0763
GRRHIO,UR0766,UR0766,GRRHIO|UR0766
GRRHIO,UR0767,UR0767,GRRHIO|UR0767
GRRHIO,UR0768,UR0768,GRRHIO|UR0768
GRRHIO,UR0769,UR0769,GRRHIO|UR0769
GRRHIO,UR0770,UR0770,GRRHIO|UR0770
GRRHIO,UR0771,UR0771,GRRHIO|UR0771
GRRHIO,UR0772,UR0772,GRRHIO|UR0772
GRRHIO,UR0773,UR0773,GRRHIO|UR0773
GRRHIO,UR0774,UR0774,GRRHIO|UR0774
GRRHIO,UR0775,UR0775,GRRHIO|UR0775
GRRHIO,UR0776,UR0776,GRRHIO|UR0776
GRRHIO,UR0777,UR0777,GRRHIO|UR0777
GRRHIO,UR0778,UR0778,GRRHIO|UR0778
GRRHIO,UR0779,UR0779,GRRHIO|UR0779
GRRHIO,UR0780,UR0780,GRRHIO|UR0780
GRRHIO,UR0781,UR0781,GRRHIO|UR0781
GRRHIO,UR0782,UR0782,GRRHIO|UR0782
GRRHIO,UR0783,UR0783,GRRHIO|UR0783
GRRHIO,UR0784,UR0784,GRRHIO|UR0784
GRRHIO,UR0785,UR0785,GRRHIO|UR0785
GRRHIO,UR0786,UR0786,GRRHIO|UR0786
GRRHIO,UR0787,UR0787,GRRHIO|UR0787
GRRHIO,UR0788,UR0788,GRRHIO|UR0788
GRRHIO,UR0789,UR0789,GRRHIO|UR0789
GRRHIO,UR0790,UR0790,GRRHIO|UR0790
GRRHIO,UR0791,UR0791,GRRHIO|UR0791
GRRHIO,UR0792,UR0792,GRRHIO|UR0792
GRRHIO,UR0793,UR0793,GRRHIO|UR0793
GRRHIO,UR0795,UR0795,GRRHIO|UR0795
GRRHIO,UR0796,UR0796,GRRHIO|UR0796
GRRHIO,UR0797,UR0797,GRRHIO|UR0797
GRRHIO,UR0799,UR0799,GRRHIO|UR0799
GRRHIO,UR0801,UR0801,GRRHIO|UR0801
GRRHIO,UR0802,UR0802,GRRHIO|UR0802
GRRHIO,UR0804,UR0804,GRRHIO|UR0804
GRRHIO,UR0805,UR0805,GRRHIO|UR0805
GRRHIO,UR0806,UR0806,GRRHIO|UR0806
GRRHIO,UR0807,UR0807,GRRHIO|UR0807
GRRHIO,UR0810,UR0810,GRRHIO|UR0810
GRRHIO,UR0818,UR0818,GRRHIO|UR0818
GRRHIO,UR0819,UR0819,GRRHIO|UR0819
GRRHIO,UR0820,UR0820,GRRHIO|UR0820
GRRHIO,UR0821,UR0821,GRRHIO|UR0821
GRRHIO,UR0822,UR0822,GRRHIO|UR0822
GRRHIO,UR0823,UR0823,GRRHIO|UR0823
GRRHIO,UR0824,UR0824,GRRHIO|UR0824
GRRHIO,UR0825,UR0825,GRRHIO|UR0825
GRRHIO,UR0826,UR0826,GRRHIO|UR0826
GRRHIO,UR0827,UR0827,GRRHIO|UR0827
GRRHIO,UR0830,UR0830,GRRHIO|UR0830
GRRHIO,UR0831,UR0831,GRRHIO|UR0831
GRRHIO,UR0832,UR0832,GRRHIO|UR0832
GRRHIO,UR0833,UR0833,GRRHIO|UR0833
GRRHIO,UR0834,UR0834,GRRHIO|UR0834
GRRHIO,UR0835,UR0835,GRRHIO|UR0835
GRRHIO,UR0836,UR0836,GRRHIO|UR0836
GRRHIO,UR0837,UR0837,GRRHIO|UR0837
GRRHIO,UR0838,UR0838,GRRHIO|UR0838
GRRHIO,UR0839,UR0839,GRRHIO|UR0839
GRRHIO,UR0840,UR0840,GRRHIO|UR0840
GRRHIO,UR0841,UR0841,GRRHIO|UR0841
GRRHIO,UR0842,UR0842,GRRHIO|UR0842
GRRHIO,UR0843,UR0843,GRRHIO|UR0843
GRRHIO,UR0844,UR0844,GRRHIO|UR0844
GRRHIO,UR0845,UR0845,GRRHIO|UR0845
GRRHIO,UR0846,UR0846,GRRHIO|UR0846
GRRHIO,UR0847,UR0847,GRRHIO|UR0847
GRRHIO,UR0848,UR0848,GRRHIO|UR0848
GRRHIO,UR0850,UR0850,GRRHIO|UR0850
GRRHIO,UR0851,UR0851,GRRHIO|UR0851
GRRHIO,UR0852,UR0852,GRRHIO|UR0852
GRRHIO,UR0853,UR0853,GRRHIO|UR0853
GRRHIO,UR0854,UR0854,GRRHIO|UR0854
GRRHIO,UR0856,UR0856,GRRHIO|UR0856
GRRHIO,UR0857,UR0857,GRRHIO|UR0857
GRRHIO,UR0858,UR0858,GRRHIO|UR0858
GRRHIO,UR0859,UR0859,GRRHIO|UR0859
GRRHIO,UR0860,UR0860,GRRHIO|UR0860
GRRHIO,UR0861,UR0861,GRRHIO|UR0861
GRRHIO,UR0862,UR0862,GRRHIO|UR0862
GRRHIO,UR0863,UR0863,GRRHIO|UR0863
GRRHIO,UR0864,UR0864,GRRHIO|UR0864
GRRHIO,UR0865,UR0865,GRRHIO|UR0865
GRRHIO,UR0866,UR0866,GRRHIO|UR0866
GRRHIO,UR0867,UR0867,GRRHIO|UR0867
GRRHIO,UR0868,UR0868,GRRHIO|UR0868
GRRHIO,UR0869,UR0869,GRRHIO|UR0869
GRRHIO,UR0870,UR0870,GRRHIO|UR0870
GRRHIO,UR0871,UR0871,GRRHIO|UR0871
GRRHIO,UR0872,UR0872,GRRHIO|UR0872
GRRHIO,UR0873,UR0873,GRRHIO|UR0873
GRRHIO,UR0875,UR0875,GRRHIO|UR0875
GRRHIO,UR0876,UR0876,GRRHIO|UR0876
GRRHIO,UR0877,UR0877,GRRHIO|UR0877
GRRHIO,UR0878,UR0878,GRRHIO|UR0878
GRRHIO,UR0879,UR0879,GRRHIO|UR0879
GRRHIO,UR0880,UR0880,GRRHIO|UR0880
GRRHIO,UR0881,UR0881,GRRHIO|UR0881
GRRHIO,UR0883,UR0883,GRRHIO|UR0883
GRRHIO,UR0884,UR0884,GRRHIO|UR0884
GRRHIO,UR0885,UR0885,GRRHIO|UR0885
GRRHIO,UR0886,UR0886,GRRHIO|UR0886
GRRHIO,UR0887,UR0887,GRRHIO|UR0887
GRRHIO,UR0888,UR0888,GRRHIO|UR0888
GRRHIO,UR0889,UR0889,GRRHIO|UR0889
GRRHIO,UR0890,UR0890,GRRHIO|UR0890
GRRHIO,UR0891,UR0891,GRRHIO|UR0891
GRRHIO,UR0892,UR0892,GRRHIO|UR0892
GRRHIO,UR0893,UR0893,GRRHIO|UR0893
GRRHIO,UR0894,UR0894,GRRHIO|UR0894
GRRHIO,UR0895,UR0895,GRRHIO|UR0895
GRRHIO,UR0896,UR0896,GRRHIO|UR0896
GRRHIO,UR0897,UR0897,GRRHIO|UR0897
GRRHIO,UR0898,UR0898,GRRHIO|UR0898
GRRHIO,UR0899,UR0899,GRRHIO|UR0899
GRRHIO,UR0900,UR0900,GRRHIO|UR0900
GRRHIO,UR0901,UR0901,GRRHIO|UR0901
GRRHIO,UR0902,UR0902,GRRHIO|UR0902
GRRHIO,UR0903,UR0903,GRRHIO|UR0903
GRRHIO,UR0904,UR0904,GRRHIO|UR0904
GRRHIO,UR0905,UR0905,GRRHIO|UR0905
GRRHIO,UR0907,UR0907,GRRHIO|UR0907
GRRHIO,UR0908,UR0908,GRRHIO|UR0908
GRRHIO,UR0909,UR0909,GRRHIO|UR0909
GRRHIO,UR0910,UR0910,GRRHIO|UR0910
GRRHIO,UR0911,UR0911,GRRHIO|UR0911
GRRHIO,UR0913,UR0913,GRRHIO|UR0913
GRRHIO,UR0914,UR0914,GRRHIO|UR0914
GRRHIO,UR0915,UR0915,GRRHIO|UR0915
GRRHIO,UR0916,UR0916,GRRHIO|UR0916
GRRHIO,UR0918,UR0918,GRRHIO|UR0918
GRRHIO,UR0919,UR0919,GRRHIO|UR0919
GRRHIO,UR0920,UR0920,GRRHIO|UR0920
GRRHIO,UR0921,UR0921,GRRHIO|UR0921
GRRHIO,UR0923,UR0923,GRRHIO|UR0923
GRRHIO,UR0924,UR0924,GRRHIO|UR0924
GRRHIO,UR0925,UR0925,GRRHIO|UR0925
GRRHIO,UR0926,UR0926,GRRHIO|UR0926
GRRHIO,UR0927,UR0927,GRRHIO|UR0927
GRRHIO,UR0928,UR0928,GRRHIO|UR0928
GRRHIO,UR0929,UR0929,GRRHIO|UR0929
GRRHIO,UR0930,UR0930,GRRHIO|UR0930
GRRHIO,UR0931,UR0931,GRRHIO|UR0931
GRRHIO,UR0932,UR0932,GRRHIO|UR0932
GRRHIO,UR0933,UR0933,GRRHIO|UR0933
GRRHIO,UR0934,UR0934,GRRHIO|UR0934
GRRHIO,UR0935,UR0935,GRRHIO|UR0935
GRRHIO,UR0936,UR0936,GRRHIO|UR0936
GRRHIO,UR0937,UR0937,GRRHIO|UR0937
GRRHIO,UR0938,UR0938,GRRHIO|UR0938
GRRHIO,UR0939,UR0939,GRRHIO|UR0939
GRRHIO,UR0941,UR0941,GRRHIO|UR0941
GRRHIO,UR0942,UR0942,GRRHIO|UR0942
GRRHIO,UR0943,UR0943,GRRHIO|UR0943
GRRHIO,UR0944,UR0944,GRRHIO|UR0944
GRRHIO,UR0947,UR0947,GRRHIO|UR0947
GRRHIO,UR0948,UR0948,GRRHIO|UR0948
GRRHIO,UR0950,UR0950,GRRHIO|UR0950
GRRHIO,UR0951,UR0951,GRRHIO|UR0951
GRRHIO,UR0952,UR0952,GRRHIO|UR0952
GRRHIO,UR0955,UR0955,GRRHIO|UR0955
GRRHIO,UR0956,UR0956,GRRHIO|UR0956
GRRHIO,UR0957,UR0957,GRRHIO|UR0957
GRRHIO,UR0958,UR0958,GRRHIO|UR0958
GRRHIO,UR0959,UR0959,GRRHIO|UR0959
GRRHIO,UR0960,UR0960,GRRHIO|UR0960
GRRHIO,UR0961,UR0961,GRRHIO|UR0961
GRRHIO,UR0962,UR0962,GRRHIO|UR0962
GRRHIO,UR0963,UR0963,GRRHIO|UR0963
GRRHIO,UR0964,UR0964,GRRHIO|UR0964
GRRHIO,UR0965,UR0965,GRRHIO|UR0965
GRRHIO,UR0966,UR0966,GRRHIO|UR0966
GRRHIO,UR0967,UR0967,GRRHIO|UR0967
GRRHIO,UR0968,UR0968,GRRHIO|UR0968
GRRHIO,UR0969,UR0969,GRRHIO|UR0969
GRRHIO,UR0970,UR0970,GRRHIO|UR0970
GRRHIO,UR0971,UR0971,GRRHIO|UR0971
GRRHIO,UR0972,UR0972,GRRHIO|UR0972
GRRHIO,UR0973,UR0973,GRRHIO|UR0973
GRRHIO,UR0974,UR0974,GRRHIO|UR0974
GRRHIO,UR0975,UR0975,GRRHIO|UR0975
GRRHIO,UR0976,UR0976,GRRHIO|UR0976
GRRHIO,UR0977,UR0977,GRRHIO|UR0977
GRRHIO,UR0978,UR0978,GRRHIO|UR0978
GRRHIO,UR0979,UR0979,GRRHIO|UR0979
GRRHIO,UR0980,UR0980,GRRHIO|UR0980
GRRHIO,UR0981,UR0981,GRRHIO|UR0981
GRRHIO,UR0982,UR0982,GRRHIO|UR0982
GRRHIO,UR0983,UR0983,GRRHIO|UR0983
GRRHIO,UR0984,UR0984,GRRHIO|UR0984
GRRHIO,UR0985,UR0985,GRRHIO|UR0985
GRRHIO,UR0986,UR0986,GRRHIO|UR0986
GRRHIO,UR0987,UR0987,GRRHIO|UR0987
GRRHIO,UR0988,UR0988,GRRHIO|UR0988
GRRHIO,UR0989,UR0989,GRRHIO|UR0989
GRRHIO,UR0990,UR0990,GRRHIO|UR0990
GRRHIO,UR0991,UR0991,GRRHIO|UR0991
GRRHIO,UR0992,UR0992,GRRHIO|UR0992
GRRHIO,UR0993,UR0993,GRRHIO|UR0993
GRRHIO,UR0995,UR0995,GRRHIO|UR0995
GRRHIO,UR0996,UR0996,GRRHIO|UR0996
GRRHIO,UR0997,UR0997,GRRHIO|UR0997
GRRHIO,UR0998,UR0998,GRRHIO|UR0998
GRRHIO,UR0999,UR0999,GRRHIO|UR0999
GRRHIO,UR1000,UR1000,GRRHIO|UR1000
GRRHIO,UR1004,UR1004,GRRHIO|UR1004
GRRHIO,UR1005,UR1005,GRRHIO|UR1005
GRRHIO,UR1006,UR1006,GRRHIO|UR1006
GRRHIO,UR1008,UR1008,GRRHIO|UR1008
GRRHIO,UR1009,UR1009,GRRHIO|UR1009
GRRHIO,UR1010,UR1010,GRRHIO|UR1010
GRRHIO,UR1011,UR1011,GRRHIO|UR1011
GRRHIO,UR1012,UR1012,GRRHIO|UR1012
GRRHIO,UR1015,UR1015,GRRHIO|UR1015
GRRHIO,UR1016,UR1016,GRRHIO|UR1016
GRRHIO,UR1017,UR1017,GRRHIO|UR1017
GRRHIO,UR1018,UR1018,GRRHIO|UR1018
GRRHIO,UR1019,UR1019,GRRHIO|UR1019
GRRHIO,UR1021,UR1021,GRRHIO|UR1021
GRRHIO,UR1022,UR1022,GRRHIO|UR1022
GRRHIO,UR1023,UR1023,GRRHIO|UR1023
GRRHIO,UR1025,UR1025,GRRHIO|UR1025
GRRHIO,UR1026,UR1026,GRRHIO|UR1026
GRRHIO,UR1027,UR1027,GRRHIO|UR1027
GRRHIO,UR1028,UR1028,GRRHIO|UR1028
GRRHIO,UR1029,UR1029,GRRHIO|UR1029
GRRHIO,UR1030,UR1030,GRRHIO|UR1030
GRRHIO,UR1031,UR1031,GRRHIO|UR1031
GRRHIO,UR1033,UR1033,GRRHIO|UR1033
GRRHIO,UR1034,UR1034,GRRHIO|UR1034
GRRHIO,UR1036,UR1036,GRRHIO|UR1036
GRRHIO,UR1037,UR1037,GRRHIO|UR1037
GRRHIO,UR1042,UR1042,GRRHIO|UR1042
GRRHIO,UR1043,UR1043,GRRHIO|UR1043
GRRHIO,UR1044,UR1044,GRRHIO|UR1044
GRRHIO,UR1045,UR1045,GRRHIO|UR1045
GRRHIO,UR1046,UR1046,GRRHIO|UR1046
GRRHIO,UR1047,UR1047,GRRHIO|UR1047
GRRHIO,UR1048,UR1048,GRRHIO|UR1048
GRRHIO,UR1049,UR1049,GRRHIO|UR1049
GRRHIO,UR1050,UR1050,GRRHIO|UR1050
GRRHIO,UR1087,UR1087,GRRHIO|UR1087
GRRHIO,UR1088,UR1088,GRRHIO|UR1088
GRRHIO,UR1089,UR1089,GRRHIO|UR1089
GRRHIO,UR1090,UR1090,GRRHIO|UR1090
GRRHIO,UR1091,UR1091,GRRHIO|UR1091
GRRHIO,UR1092,UR1092,GRRHIO|UR1092
GRRHIO,UR1093,UR1093,GRRHIO|UR1093
GRRHIO,UR1094,UR1094,GRRHIO|UR1094
GRRHIO,UR1095,UR1095,GRRHIO|UR1095
GRRHIO,UR1096,UR1096,GRRHIO|UR1096
GRRHIO,UR1097,UR1097,GRRHIO|UR1097
GRRHIO,UR1098,UR1098,GRRHIO|UR1098
GRRHIO,UR1099,UR1099,GRRHIO|UR1099
GRRHIO,UR1100,UR1100,GRRHIO|UR1100
GRRHIO,UR1101,UR1101,GRRHIO|UR1101
GRRHIO,UR1102,UR1102,GRRHIO|UR1102
GRRHIO,UR1103,UR1103,GRRHIO|UR1103
GRRHIO,UR1104,UR1104,GRRHIO|UR1104
GRRHIO,UR1105,UR1105,GRRHIO|UR1105
GRRHIO,UR1106,UR1106,GRRHIO|UR1106
GRRHIO,UR1107,UR1107,GRRHIO|UR1107
GRRHIO,UR1108,UR1108,GRRHIO|UR1108
GRRHIO,UR1109,UR1109,GRRHIO|UR1109
GRRHIO,UR1110,UR1110,GRRHIO|UR1110
GRRHIO,UR1111,UR1111,GRRHIO|UR1111
GRRHIO,UR1112,UR1112,GRRHIO|UR1112
GRRHIO,UR1113,UR1113,GRRHIO|UR1113
GRRHIO,UR1114,UR1114,GRRHIO|UR1114
GRRHIO,UR1116,UR1116,GRRHIO|UR1116
GRRHIO,UR1118,UR1118,GRRHIO|UR1118
GRRHIO,UR1119,UR1119,GRRHIO|UR1119
GRRHIO,UR1120,UR1120,GRRHIO|UR1120
GRRHIO,UR1121,UR1121,GRRHIO|UR1121
GRRHIO,UR1122,UR1122,GRRHIO|UR1122
GRRHIO,UR1123,UR1123,GRRHIO|UR1123
GRRHIO,UR1124,UR1124,GRRHIO|UR1124
GRRHIO,UR1125,UR1125,GRRHIO|UR1125
GRRHIO,UR1126,UR1126,GRRHIO|UR1126
GRRHIO,UR1127,UR1127,GRRHIO|UR1127
GRRHIO,UR1130,UR1130,GRRHIO|UR1130
GRRHIO,UR1131,UR1131,GRRHIO|UR1131
GRRHIO,UR1132,UR1132,GRRHIO|UR1132
GRRHIO,UR1133,UR1133,GRRHIO|UR1133
GRRHIO,UR1134,UR1134,GRRHIO|UR1134
GRRHIO,UR1135,UR1135,GRRHIO|UR1135
GRRHIO,UR1136,UR1136,GRRHIO|UR1136
GRRHIO,UR1137,UR1137,GRRHIO|UR1137
GRRHIO,UR1138,UR1138,GRRHIO|UR1138
GRRHIO,UR1139,UR1139,GRRHIO|UR1139
GRRHIO,UR1140,UR1140,GRRHIO|UR1140
GRRHIO,UR1141,UR1141,GRRHIO|UR1141
GRRHIO,UR1142,UR1142,GRRHIO|UR1142
GRRHIO,UR1143,UR1143,GRRHIO|UR1143
GRRHIO,UR1144,UR1144,GRRHIO|UR1144
GRRHIO,UR1145,UR1145,GRRHIO|UR1145
GRRHIO,UR1146,UR1146,GRRHIO|UR1146
GRRHIO,UR1147,UR1147,GRRHIO|UR1147
GRRHIO,UR1148,UR1148,GRRHIO|UR1148
