QE_NAME,SOURCE,smrn_count,AAAsViewedByQE,QEAndAAAppended
HIXNY,28317,0,28317,HIXNY|28317
HEALTHIX,HEALTHIX,0,HEALTHIX,HEALTHIX|HEALTHIX
HIXNY,SHSURG,0,SHSURG,HIXNY|SHSURG
BRONX,METROPLUS.DUPLICATE,0,METROPLUS,BRONX|METROPLUS
HIXNY,AMHSMONITOR,0,AMHSMONITOR,HIXNY|AMHSMONITOR
HEALTHIX,LMDC,0,LMDC,HEALTHIX|LMDC
BRONX,MJHS-HOSPICE,0,MJHS-HOSPICE,BRONX|MJHS-HOSPICE
GRRHIO,CCDN,0,CCDN,GRRHIO|CCDN
HECDCS,ROME-HLTH,0,ROME-HLTH,HECDCS|ROME-HLTH
HEALTHIX,MMHC,0,MMHC,HEALTHIX|MMHC
HECDCS,ST-LUKES-CORN,0,ST-LUKES-CORN,HECDCS|ST-LUKES-CORN
HECDCS,AUBURN-COMMUNITY,0,AUBURN-COMMUNITY,HECDCS|AUBURN-COMMUNITY
HEALTHIX,NYULICH,0,NYULICH,HEALTHIX|NYULICH
HECDCS,BS-HOSP,0,BS-HOSP,HECDCS|BS-HOSP
TXD,INVISI,0,INVISI,TXD|INVISI
GRRHIO,UR0856,0,UR0856,GRRHIO|UR0856
GRRHIO,UR0951,0,UR0951,GRRHIO|UR0951
HEALTHIX,QMOPC,0,QMOPC,HEALTHIX|QMOPC
TXD,JEM,0,JEM,TXD|JEM
HECDCS,ARTHRITIS-SPEC,0,ARTHRITIS-SPEC,HECDCS|ARTHRITIS-SPEC
GRRHIO,RR565,0,RR565,GRRHIO|RR565
HEALTHIX,USDOOR,0,USDOOR,HEALTHIX|USDOOR
BRONX,CONIFER_PARK,0,CONIFER PARK,BRONX|CONIFER PARK
HECDCS,NORTH-AREA-PEDS,0,NORTH-AREA-PEDS,HECDCS|NORTH-AREA-PEDS
HEALTHIX,CCBIPA,0,CCBIPA,HEALTHIX|CCBIPA
TXD,LCKPED,0,LCKPED,TXD|LCKPED
HIXNY,ELLSMUCMH,0,ELLSMUCMH,HIXNY|ELLSMUCMH
GRRHIO,UR0164,0,UR0164,GRRHIO|UR0164
GRRHIO,UR1492,0,UR1492,GRRHIO|UR1492
HEALTHIX,NYHQ,0,NYHQ,HEALTHIX|NYHQ
GRRHIO,ICRL,0,ICRL,GRRHIO|ICRL
HECDCS,NUV-VBMC,0,NUV-VBMC,HECDCS|NUV-VBMC
HECDCS,GUTHRIE,0,GUTHRIE,HECDCS|GUTHRIE
HECDCS,BS-GOOD-SAM-3,0,BS-GOOD-SAM-3,HECDCS|BS-GOOD-SAM-3
HIXNY,WMCAPSOBSU,0,WMCAPSOBSU,HIXNY|WMCAPSOBSU
HIXNY,ALLIED,0,ALLIED,HIXNY|ALLIED
HEALTHIX,ACPNY,0,ACPNY,HEALTHIX|ACPNY
HIXNY,4965ALERTS,0,4965ALERTS,HIXNY|4965ALERTS
HECDCS,MONTE-NYACK,0,MONTE-NYACK,HECDCS|MONTE-NYACK
HECDCS,SOS,0,SOS,HECDCS|SOS
HIXNY,SPHMA,0,SPHMA,HIXNY|SPHMA
HEALTHIX,PLV,0,PLV,HEALTHIX|PLV
HIXNY,GFHIMHL7,0,GFHIMHL7,HIXNY|GFHIMHL7
HEALTHIX,HRHBPH,0,HRHBPH,HEALTHIX|HRHBPH
TXD,CLYMER,0,CLYMER,TXD|CLYMER
HEALTHIX,LXHH,0,LXHH,HEALTHIX|LXHH
HIXNY,SSGASTRO,0,SSGASTRO,HIXNY|SSGASTRO
HIXNY,GOLUBRX,0,GOLUBRX,HIXNY|GOLUBRX
HEALTHIX,JCLLC,0,JCLLC,HEALTHIX|JCLLC
HIXNY,SPHPSJH,0,SPHPSJH,HIXNY|SPHPSJH
HEALTHIX,BRKGA,0,BRKGA,HEALTHIX|BRKGA
HECDCS,ONEIDA-HLTH,0,ONEIDA-HLTH,HECDCS|ONEIDA-HLTH
HECDCS,GARNET-HEALTH-3,0,GARNET-HEALTH-3,HECDCS|GARNET-HEALTH-3
GRRHIO,UR0312,0,UR0312,GRRHIO|UR0312
HIXNY,A2HUHC,0,A2HUHC,HIXNY|A2HUHC
TXD,JRCHC,0,JRCHC,TXD|JRCHC
GRRHIO,MA,0,MA,GRRHIO|MA
HECDCS,MONTE-MEACC,0,MONTE-MEACC,HECDCS|MONTE-MEACC
TXD,KSL,0,KSL,TXD|KSL
HIXNY,PAPLPCCS,0,PAPLPCCS,HIXNY|PAPLPCCS
HECDCS,CARTHAGE-HOSP,0,CARTHAGE-HOSP,HECDCS|CARTHAGE-HOSP
HIXNY,NLIMONITOR,0,NLIMONITOR,HIXNY|NLIMONITOR
GRRHIO,UR1440,0,UR1440,GRRHIO|UR1440
GRRHIO,UR0973,0,UR0973,GRRHIO|UR0973
HEALTHIX,HUNT,0,HUNT,HEALTHIX|HUNT
HECDCS,N-CTRY-FAM,0,N-CTRY-FAM,HECDCS|N-CTRY-FAM
GRRHIO,UR1712,0,UR1712,GRRHIO|UR1712
HIXNY,SMADOC,0,SMADOC,HIXNY|SMADOC
GRRHIO,RRH501,0,RRH501,GRRHIO|RRH501
HIXNY,WMCAPSENTARDOC,0,WMCAPSENTARDOC,HIXNY|WMCAPSENTARDOC
HIXNY,SPEVNHVPTHM,0,SPEVNHVPTHM,HIXNY|SPEVNHVPTHM
GRRHIO,RRH801,0,RRH801,GRRHIO|RRH801
HEALTHIX,FCMED,0,FCMED,HEALTHIX|FCMED
GRRHIO,UR2061,0,UR2061,GRRHIO|UR2061
HEALTHIX,SUS,0,SUS,HEALTHIX|SUS
HIXNY,CPIMAGINGDOC,0,CPIMAGINGDOC,HIXNY|CPIMAGINGDOC
HEALTHIX,RITECM,0,RITECM,HEALTHIX|RITECM
HECDCS,CNY-DX-IMAGING,0,CNY-DX-IMAGING,HECDCS|CNY-DX-IMAGING
HEALTHIX,MAND,0,MAND,HEALTHIX|MAND
HIXNY,AMHSACARHL7,0,AMHSACARHL7,HIXNY|AMHSACARHL7
HEALTHIX,ISGC,0,ISGC,HEALTHIX|ISGC
HIXNY,SCMHC,0,SCMHC,HIXNY|SCMHC
HIXNY,EDDYCHHA,0,EDDYCHHA,HIXNY|EDDYCHHA
TXD,LEMSPC,0,LEMSPC,TXD|LEMSPC
HEALTHIX,CAL,0,CAL,HEALTHIX|CAL
HECDCS,CHP-PETER-SCHWTZ,0,CHP-PETER-SCHWTZ,HECDCS|CHP-PETER-SCHWTZ
HECDCS,FINGER-LAKES,0,FINGER-LAKES,HECDCS|FINGER-LAKES
GRRHIO,UR0177,0,UR0177,GRRHIO|UR0177
HIXNY,CHHUNY,0,CHHUNY,HIXNY|CHHUNY
HECDCS,PREMIERHEALTH,0,PREMIERHEALTH,HECDCS|PREMIERHEALTH
GRRHIO,UR1997,0,UR1997,GRRHIO|UR1997
GRRHIO,UR0308,0,UR0308,GRRHIO|UR0308
GRRHIO,RRH360,0,RRH360,GRRHIO|RRH360
GRRHIO,UR0681,0,UR0681,GRRHIO|UR0681
HEALTHIX,LIJVS,0,LIJVS,HEALTHIX|LIJVS
GRRHIO,RRH286,0,RRH286,GRRHIO|RRH286
HEALTHIX,WIPED,0,WIPED,HEALTHIX|WIPED
HIXNY,CVPHPLASTIC,0,CVPHPLASTIC,HIXNY|CVPHPLASTIC
GRRHIO,UR0171,0,UR0171,GRRHIO|UR0171
TXD,BRSPNC,0,BRSPNC,TXD|BRSPNC
HIXNY,ADKPCMH,0,ADKPCMH,HIXNY|ADKPCMH
HIXNY,SPNHAVAS,0,SPNHAVAS,HIXNY|SPNHAVAS
HIXNY,WMCOPDDENTADOC,0,WMCOPDDENTADOC,HIXNY|WMCOPDDENTADOC
HIXNY,WMCOPDMEBLUDOC,0,WMCOPDMEBLUDOC,HIXNY|WMCOPDMEBLUDOC
HEALTHIX,JBFCS,0,JBFCS,HEALTHIX|JBFCS
TXD,PRKVW,0,PRKVW,TXD|PRKVW
GRRHIO,UR0350,0,UR0350,GRRHIO|UR0350
GRRHIO,UR0311,0,UR0311,GRRHIO|UR0311
HEALTHIX,BCEMG,0,BCEMG,HEALTHIX|BCEMG
GRRHIO,UR0979,0,UR0979,GRRHIO|UR0979
HECDCS,COMP-FAM-MED,0,COMP-FAM-MED,HECDCS|COMP-FAM-MED
HECDCS,LIBERTY-RES,0,LIBERTY-RES,HECDCS|LIBERTY-RES
HECDCS,CHP-N-EAST-PEDS,0,CHP-N-EAST-PEDS,HECDCS|CHP-N-EAST-PEDS
HEALTHIX,QZMPC,0,QZMPC,HEALTHIX|QZMPC
GRRHIO,RRH236,0,RRH236,GRRHIO|RRH236
GRRHIO,UR1705,0,UR1705,GRRHIO|UR1705
HEALTHIX,MRMD,0,MRMD,HEALTHIX|MRMD
HEALTHIX,PCMB,0,PCMB,HEALTHIX|PCMB
HIXNY,SPRSBOBGYNVDOC,0,SPRSBOBGYNVDOC,HIXNY|SPRSBOBGYNVDOC
GRRHIO,EMSC2,0,EMSC2,GRRHIO|EMSC2
HIXNY,GFHIM,0,GFHIM,HIXNY|GFHIM
HIXNY,HECSP,0,HECSP,HIXNY|HECSP
HEALTHIX,BMSFHC,0,BMSFHC,HEALTHIX|BMSFHC
GRRHIO,UR0371,0,UR0371,GRRHIO|UR0371
GRRHIO,UR0252,0,UR0252,GRRHIO|UR0252
HEALTHIX,ECWCWMC,0,ECWCWMC,HEALTHIX|ECWCWMC
GRRHIO,UR0785,0,UR0785,GRRHIO|UR0785
GRRHIO,RR328,0,RR328,GRRHIO|RR328
BRONX,COMPREHENSIVE_MEDICAL_WORLD,0,COMPREHENSIVE MEDICAL WORLD,BRONX|COMPREHENSIVE MEDICAL WORLD
GRRHIO,RRH314,0,RRH314,GRRHIO|RRH314
HEALTHIX,SVCMC,0,SVCMC,HEALTHIX|SVCMC
HIXNY,SPNEUNEU,0,SPNEUNEU,HIXNY|SPNEUNEU
GRRHIO,UR0187,0,UR0187,GRRHIO|UR0187
TXD,SHARMA,0,SHARMA,TXD|SHARMA
HECDCS,SYR-ENT-SURG,0,SYR-ENT-SURG,HECDCS|SYR-ENT-SURG
GRRHIO,UR1784,0,UR1784,GRRHIO|UR1784
GRRHIO,UR0022,0,UR0022,GRRHIO|UR0022
HIXNY,CPMGBFHC,0,CPMGBFHC,HIXNY|CPMGBFHC
GRRHIO,UR0678,0,UR0678,GRRHIO|UR0678
HEALTHIX,ARGUS,0,ARGUS,HEALTHIX|ARGUS
GRRHIO,UR0674,0,UR0674,GRRHIO|UR0674
GRRHIO,UR1787,0,UR1787,GRRHIO|UR1787
HIXNY,1407289077,0,1407289077,HIXNY|1407289077
BRONX,FELIX_FLORIMON,0,FELIX FLORIMON,BRONX|FELIX FLORIMON
GRRHIO,IWMA2,0,IWMA2,GRRHIO|IWMA2
GRRHIO,RRH578,0,RRH578,GRRHIO|RRH578
TXD,WHTPED,0,WHTPED,TXD|WHTPED
TXD,AZNHC,0,AZNHC,TXD|AZNHC
HEALTHIX,RPMDPC,0,RPMDPC,HEALTHIX|RPMDPC
HECDCS,CNY-CARDIO,0,CNY-CARDIO,HECDCS|CNY-CARDIO
HEALTHIX,BIPD,0,BIPD,HEALTHIX|BIPD
HEALTHIX,MHLMP,0,MHLMP,HEALTHIX|MHLMP
HEALTHIX,NYUTRINITY,0,NYUTRINITY,HEALTHIX|NYUTRINITY
HECDCS,WEST-MED-CTR-3,0,WEST-MED-CTR-3,HECDCS|WEST-MED-CTR-3
GRRHIO,UR0064,0,UR0064,GRRHIO|UR0064
BRONX,HISPANIOLA_MEDICAL_CARE,0,HISPANIOLA MEDICAL CARE,BRONX|HISPANIOLA MEDICAL CARE
HIXNY,PPMH,0,PPMH,HIXNY|PPMH
GRRHIO,UR0966,0,UR0966,GRRHIO|UR0966
HIXNY,FIDELIS,0,FIDELIS,HIXNY|FIDELIS
HIXNY,RRHMONITOR,0,RRHMONITOR,HIXNY|RRHMONITOR
GRRHIO,UR1733,0,UR1733,GRRHIO|UR1733
HEALTHIX,BSFCHA,0,BSFCHA,HEALTHIX|BSFCHA
HIXNY,HAHVTKHBC,0,HAHVTKHBC,HIXNY|HAHVTKHBC
HEALTHIX,PTHDI,0,PTHDI,HEALTHIX|PTHDI
HIXNY,AMHSAOTO,0,AMHSAOTO,HIXNY|AMHSAOTO
GRRHIO,UR1184,0,UR1184,GRRHIO|UR1184
HEALTHIX,ECWBISLR,0,ECWBISLR,HEALTHIX|ECWBISLR
BRONX,AMIDACARE,0,AMIDACARE,BRONX|AMIDACARE
GRRHIO,UR0176,0,UR0176,GRRHIO|UR0176
HEALTHIX,JANAHC,0,JANAHC,HEALTHIX|JANAHC
GRRHIO,UR1312,0,UR1312,GRRHIO|UR1312
GRRHIO,UR2113,0,UR2113,GRRHIO|UR2113
GRRHIO,RRH192,0,RRH192,GRRHIO|RRH192
HIXNY,HONESTCCP,0,HONESTCCP,HIXNY|HONESTCCP
GRRHIO,UR1459,0,UR1459,GRRHIO|UR1459
HIXNY,AHMC,0,AHMC,HIXNY|AHMC
GRRHIO,RRH031,0,RRH031,GRRHIO|RRH031
HECDCS,CHP-CMA,0,CHP-CMA,HECDCS|CHP-CMA
GRRHIO,UR0351,0,UR0351,GRRHIO|UR0351
GRRHIO,UR0183,0,UR0183,GRRHIO|UR0183
HIXNY,AMHSAMEDPEDHL7,0,AMHSAMEDPEDHL7,HIXNY|AMHSAMEDPEDHL7
HIXNY,HIXNYPORTAL,0,HIXNYPORTAL,HIXNY|HIXNYPORTAL
GRRHIO,UR0901,0,UR0901,GRRHIO|UR0901
HEALTHIX,JZDP,0,JZDP,HEALTHIX|JZDP
GRRHIO,RR443,0,RR443,GRRHIO|RR443
HIXNY,PAPLMEDPEDDOC,0,PAPLMEDPEDDOC,HIXNY|PAPLMEDPEDDOC
HEALTHIX,LHPP,0,LHPP,HEALTHIX|LHPP
HEALTHIX,JGBRC,0,JGBRC,HEALTHIX|JGBRC
GRRHIO,RRH512,0,RRH512,GRRHIO|RRH512
GRRHIO,UR0028,0,UR0028,GRRHIO|UR0028
HEALTHIX,FSHA,0,FSHA,HEALTHIX|FSHA
BRONX,CHILDRENS_VILLAGE,0,CHILDRENS VILLAGE,BRONX|CHILDRENS VILLAGE
GRRHIO,UR0900,0,UR0900,GRRHIO|UR0900
BRONX,QAZI_K_HAIDER,0,QAZI K HAIDER,BRONX|QAZI K HAIDER
HEALTHIX,SCAC,0,SCAC,HEALTHIX|SCAC
BRONX,WOODSIDE_MEDICAL_PRAC,0,WOODSIDE MEDICAL PRAC,BRONX|WOODSIDE MEDICAL PRAC
HIXNY,PINESGLENS,0,PINESGLENS,HIXNY|PINESGLENS
BRONX,OLA_PEDIATRICS,0,OLA PEDIATRICS,BRONX|OLA PEDIATRICS
GRRHIO,UR0035,0,UR0035,GRRHIO|UR0035
HIXNY,1184634297,0,1184634297,HIXNY|1184634297
TXD,HRNPC9,0,HRNPC9,TXD|HRNPC9
GRRHIO,UR1187,0,UR1187,GRRHIO|UR1187
HIXNY,1902816473,0,1902816473,HIXNY|1902816473
GRRHIO,UR1756,0,UR1756,GRRHIO|UR1756
HECDCS,FAIRMOUNT-FAM,0,FAIRMOUNT-FAM,HECDCS|FAIRMOUNT-FAM
HIXNY,SPEPBLABDS,0,SPEPBLABDS,HIXNY|SPEPBLABDS
HIXNY,SPSMLABDOC,0,SPSMLABDOC,HIXNY|SPSMLABDOC
HEALTHIX,BEMC,0,BEMC,HEALTHIX|BEMC
HEALTHIX,PCCHN,0,PCCHN,HEALTHIX|PCCHN
GRRHIO,ALIMS2,0,ALIMS2,GRRHIO|ALIMS2
GRRHIO,JMHCCD,0,JMHCCD,GRRHIO|JMHCCD
HIXNY,AMALLAB,0,AMALLAB,HIXNY|AMALLAB
TXD,GBNIL,0,GBNIL,TXD|GBNIL
TXD,GBN,0,GBN,TXD|GBN
TXD,AZTCC,0,AZTCC,TXD|AZTCC
HIXNY,RRHNWHOUT,0,RRHNWHOUT,HIXNY|RRHNWHOUT
GRRHIO,UR2187,0,UR2187,GRRHIO|UR2187
HIXNY,SMHAUROAMST,0,SMHAUROAMST,HIXNY|SMHAUROAMST
BRONX,CRUZ_HERRERA,0,CRUZ HERRERA,BRONX|CRUZ HERRERA
HEALTHIX,KAMPC,0,KAMPC,HEALTHIX|KAMPC
GRRHIO,RRH219,0,RRH219,GRRHIO|RRH219
GRRHIO,RRH683,0,RRH683,GRRHIO|RRH683
HIXNY,CMHBONEHL7,0,CMHBONEHL7,HIXNY|CMHBONEHL7
GRRHIO,UR0593,0,UR0593,GRRHIO|UR0593
GRRHIO,RRH804,0,RRH804,GRRHIO|RRH804
HIXNY,1851353882,0,1851353882,HIXNY|1851353882
HEALTHIX,CJMP,0,CJMP,HEALTHIX|CJMP
HEALTHIX,AMMS,0,AMMS,HEALTHIX|AMMS
HEALTHIX,SFACO,0,SFACO,HEALTHIX|SFACO
BRONX,HARLEM_MEDICAL_GROUP,0,HARLEM MEDICAL GROUP,BRONX|HARLEM MEDICAL GROUP
HIXNY,HECMAHV,0,HECMAHV,HIXNY|HECMAHV
GRRHIO,RRH732,0,RRH732,GRRHIO|RRH732
GRRHIO,UR1180,0,UR1180,GRRHIO|UR1180
HIXNY,WMCAPS,0,WMCAPS,HIXNY|WMCAPS
HEALTHIX,ECWSUFPED,0,ECWSUFPED,HEALTHIX|ECWSUFPED
HIXNY,COLONIEEMS,0,COLONIEEMS,HIXNY|COLONIEEMS
GRRHIO,RRH626,0,RRH626,GRRHIO|RRH626
HEALTHIX,LYPE,0,LYPE,HEALTHIX|LYPE
BRONX,JANNY_A_OZUNA_MENDEZ,0,JANNY A OZUNA MENDEZ,BRONX|JANNY A OZUNA MENDEZ
GRRHIO,RR44,0,RR44,GRRHIO|RR44
GRRHIO,RR529,0,RR529,GRRHIO|RR529
HIXNY,SHEYE,0,SHEYE,HIXNY|SHEYE
GRRHIO,UR0174,0,UR0174,GRRHIO|UR0174
HEALTHIX,EGHEALTHC,0,EGHEALTHC,HEALTHIX|EGHEALTHC
HIXNY,EMOLST,0,EMOLST,HIXNY|EMOLST
GRRHIO,WPEDS2,0,WPEDS2,GRRHIO|WPEDS2
HEALTHIX,TPNR,0,TPNR,HEALTHIX|TPNR
HIXNY,SPCSBPRIME,0,SPCSBPRIME,HIXNY|SPCSBPRIME
TXD,BUFNEU,0,BUFNEU,TXD|BUFNEU
TXD,ECDOH,0,ECDOH,TXD|ECDOH
GRRHIO,UR0914,0,UR0914,GRRHIO|UR0914
HEALTHIX,ECWFRBA,0,ECWFRBA,HEALTHIX|ECWFRBA
GRRHIO,UR2036,0,UR2036,GRRHIO|UR2036
HEALTHIX,RSMO,0,RSMO,HEALTHIX|RSMO
HECDCS,MOSAIC-HEALTH,0,MOSAIC-HEALTH,HECDCS|MOSAIC-HEALTH
HIXNY,SMHPCXDOC,0,SMHPCXDOC,HIXNY|SMHPCXDOC
GRRHIO,UR2090,0,UR2090,GRRHIO|UR2090
GRRHIO,UR0157,0,UR0157,GRRHIO|UR0157
HEALTHIX,MMCPC,0,MMCPC,HEALTHIX|MMCPC
HIXNY,RRHGH,0,RRHGH,HIXNY|RRHGH
HEALTHIX,RIPE,0,RIPE,HEALTHIX|RIPE
BRONX,CUIDADO_MEDICO_AND_GERIATRICO_OF_QUEENS,0,CUIDADO MEDICO AND GERIATRICO OF QUEENS,BRONX|CUIDADO MEDICO AND GERIATRICO OF QUEENS
HEALTHIX,EMPSM,0,EMPSM,HEALTHIX|EMPSM
HIXNY,GFHUROHL7,0,GFHUROHL7,HIXNY|GFHUROHL7
BRONX,JUNCTION_MEDICAL,0,JUNCTION MEDICAL,BRONX|JUNCTION MEDICAL
GRRHIO,RR321,0,RR321,GRRHIO|RR321
HIXNY,WMCAPSNSHADOC,0,WMCAPSNSHADOC,HIXNY|WMCAPSNSHADOC
GRRHIO,XCELL,0,XCELL,GRRHIO|XCELL
GRRHIO,RRH783,0,RRH783,GRRHIO|RRH783
GRRHIO,RR469,0,RR469,GRRHIO|RR469
HIXNY,1396856530,0,1396856530,HIXNY|1396856530
HEALTHIX,VIPH,0,VIPH,HEALTHIX|VIPH
HECDCS,CNY-ASTH-ALLERGY,0,CNY-ASTH-ALLERGY,HECDCS|CNY-ASTH-ALLERGY
HIXNY,MMGMEDGRP,0,MMGMEDGRP,HIXNY|MMGMEDGRP
HIXNY,1023581717,0,1023581717,HIXNY|1023581717
GRRHIO,RRH482,0,RRH482,GRRHIO|RRH482
GRRHIO,RRH254,0,RRH254,GRRHIO|RRH254
HEALTHIX,HIHS,0,HIHS,HEALTHIX|HIHS
HEALTHIX,ANH,0,ANH,HEALTHIX|ANH
HIXNY,10859,0,10859,HIXNY|10859
GRRHIO,RR478,0,RR478,GRRHIO|RR478
HEALTHIX,GMLP,0,GMLP,HEALTHIX|GMLP
GRRHIO,RRH563,0,RRH563,GRRHIO|RRH563
HIXNY,SMHAURGGLOV,0,SMHAURGGLOV,HIXNY|SMHAURGGLOV
GRRHIO,RRH154,0,RRH154,GRRHIO|RRH154
GRRHIO,QUEST.DUPLICATE,0,QUEST,GRRHIO|QUEST
GRRHIO,SCPC,0,SCPC,GRRHIO|SCPC
HIXNY,OMHCNYFPC43,0,OMHCNYFPC43,HIXNY|OMHCNYFPC43
HEALTHIX,ZLMO,0,ZLMO,HEALTHIX|ZLMO
GRRHIO,UR0757,0,UR0757,GRRHIO|UR0757
HECDCS,ADV-ASTHMA,0,ADV-ASTHMA,HECDCS|ADV-ASTHMA
TXD,WSTFLDCE,0,WSTFLDCE,TXD|WSTFLDCE
HEALTHIX,SRLMD,0,SRLMD,HEALTHIX|SRLMD
GRRHIO,RRH952,0,RRH952,GRRHIO|RRH952
GRRHIO,RRH380,0,RRH380,GRRHIO|RRH380
GRRHIO,RRH592,0,RRH592,GRRHIO|RRH592
HIXNY,SNMEDMEDDOC,0,SNMEDMEDDOC,HIXNY|SNMEDMEDDOC
HIXNY,DFMASP,0,DFMASP,HIXNY|DFMASP
HEALTHIX,GURWIN,0,GURWIN,HEALTHIX|GURWIN
GRRHIO,UR1203,0,UR1203,GRRHIO|UR1203
HIXNY,1477589901,0,1477589901,HIXNY|1477589901
HECDCS,KAREN-A-WILLIAMS,0,KAREN-A-WILLIAMS,HECDCS|KAREN-A-WILLIAMS
GRRHIO,RRH598,0,RRH598,GRRHIO|RRH598
BRONX,SALUD_MEDICAL,0,SALUD MEDICAL,BRONX|SALUD MEDICAL
HEALTHIX,NSCFGC,0,NSCFGC,HEALTHIX|NSCFGC
HIXNY,ELLSGYNS,0,ELLSGYNS,HIXNY|ELLSGYNS
HEALTHIX,WASSA,0,WASSA,HEALTHIX|WASSA
TXD,CATFBM,0,CATFBM,TXD|CATFBM
HEALTHIX,BRKHC,0,BRKHC,HEALTHIX|BRKHC
GRRHIO,RRH403,0,RRH403,GRRHIO|RRH403
HIXNY,AMAPCCENT,0,AMAPCCENT,HIXNY|AMAPCCENT
GRRHIO,UR1593,0,UR1593,GRRHIO|UR1593
BRONX,BENJAMIN_WU,0,BENJAMIN WU,BRONX|BENJAMIN WU
GRRHIO,UR0941,0,UR0941,GRRHIO|UR0941
GRRHIO,RR703,0,RR703,GRRHIO|RR703
GRRHIO,UR1987,0,UR1987,GRRHIO|UR1987
HIXNY,3747,0,3747,HIXNY|3747
HIXNY,SPBABURO,0,SPBABURO,HIXNY|SPBABURO
BRONX,SAULIUS_J_SKEIVYS,0,SAULIUS J SKEIVYS,BRONX|SAULIUS J SKEIVYS
HIXNY,SMHAMEMPED,0,SMHAMEMPED,HIXNY|SMHAMEMPED
GRRHIO,RR137,0,RR137,GRRHIO|RR137
HEALTHIX,ECWCHCR,0,ECWCHCR,HEALTHIX|ECWCHCR
HIXNY,SPMOBTESURDOC,0,SPMOBTESURDOC,HIXNY|SPMOBTESURDOC
HIXNY,CMHWOMEN,0,CMHWOMEN,HIXNY|CMHWOMEN
HEALTHIX,JDDO,0,JDDO,HEALTHIX|JDDO
HIXNY,TEMPUSLAB,0,TEMPUSLAB,HIXNY|TEMPUSLAB
HEALTHIX,MANHQP,0,MANHQP,HEALTHIX|MANHQP
TXD,716HM,0,716HM,TXD|716HM
HIXNY,WMCOPDMERED,0,WMCOPDMERED,HIXNY|WMCOPDMERED
GRRHIO,RR498,0,RR498,GRRHIO|RR498
HECDCS,MHA-WESTCHESTER,0,MHA-WESTCHESTER,HECDCS|MHA-WESTCHESTER
HEALTHIX,MSHH,0,MSHH,HEALTHIX|MSHH
GRRHIO,UR0118,0,UR0118,GRRHIO|UR0118
HIXNY,WMCBSMGMCAR,0,WMCBSMGMCAR,HIXNY|WMCBSMGMCAR
BRONX,BRONX_WORKS,0,BRONX WORKS,BRONX|BRONX WORKS
HIXNY,RIV,0,RIV,HIXNY|RIV
BRONX,BROADWAY_PEDIATRICS,0,BROADWAY PEDIATRICS,BRONX|BROADWAY PEDIATRICS
HIXNY,CVPHADULTMD,0,CVPHADULTMD,HIXNY|CVPHADULTMD
BRONX,ELLIOT_LEDERMAN,0,ELLIOT LEDERMAN,BRONX|ELLIOT LEDERMAN
GRRHIO,PEVA,0,PEVA,GRRHIO|PEVA
HIXNY,1962527630,0,1962527630,HIXNY|1962527630
GRRHIO,UR1783,0,UR1783,GRRHIO|UR1783
GRRHIO,LVASI,0,LVASI,GRRHIO|LVASI
GRRHIO,RR279,0,RR279,GRRHIO|RR279
HIXNY,SRPLCARMAN,0,SRPLCARMAN,HIXNY|SRPLCARMAN
GRRHIO,RRH991,0,RRH991,GRRHIO|RRH991
GRRHIO,RR425,0,RR425,GRRHIO|RR425
GRRHIO,RR196,0,RR196,GRRHIO|RR196
HEALTHIX,ECWQCAMC,0,ECWQCAMC,HEALTHIX|ECWQCAMC
HEALTHIX,GWMC,0,GWMC,HEALTHIX|GWMC
BRONX,LA_CASA_DE_SALUD,0,LA CASA DE SALUD,BRONX|LA CASA DE SALUD
HEALTHIX,ECWPROR,0,ECWPROR,HEALTHIX|ECWPROR
GRRHIO,DDMD2,0,DDMD2,GRRHIO|DDMD2
HEALTHIX,ECWTCPC,0,ECWTCPC,HEALTHIX|ECWTCPC
HIXNY,WMCAPSENTHADOC,0,WMCAPSENTHADOC,HIXNY|WMCAPSENTHADOC
HIXNY,DELBETHEMS,0,DELBETHEMS,HIXNY|DELBETHEMS
HEALTHIX,CHOWD,0,CHOWD,HEALTHIX|CHOWD
TXD,CASEY,0,CASEY,TXD|CASEY
HIXNY,HECCRH,0,HECCRH,HIXNY|HECCRH
GRRHIO,UR0894,0,UR0894,GRRHIO|UR0894
HEALTHIX,ECWFPMPC,0,ECWFPMPC,HEALTHIX|ECWFPMPC
HIXNY,STPLCFCDOC,0,STPLCFCDOC,HIXNY|STPLCFCDOC
HECDCS,SKY-VIEW-REHAB,0,SKY-VIEW-REHAB,HECDCS|SKY-VIEW-REHAB
GRRHIO,RR532,0,RR532,GRRHIO|RR532
GRRHIO,RRH238,0,RRH238,GRRHIO|RRH238
HIXNY,SPCCTINFUSI,0,SPCCTINFUSI,HIXNY|SPCCTINFUSI
HEALTHIX,ROKCPC,0,ROKCPC,HEALTHIX|ROKCPC
HEALTHIX,SCREN,0,SCREN,HEALTHIX|SCREN
BRONX,OSBORNE_ASSOCIATION,0,OSBORNE ASSOCIATION,BRONX|OSBORNE ASSOCIATION
GRRHIO,UR0199,0,UR0199,GRRHIO|UR0199
HEALTHIX,EAMDPC,0,EAMDPC,HEALTHIX|EAMDPC
BRONX,MOSAIC,0,MOSAIC,BRONX|MOSAIC
TXD,NCDMH2PART2,0,NCDMH2PART2,TXD|NCDMH2PART2
HEALTHIX,SKAMD,0,SKAMD,HEALTHIX|SKAMD
HIXNY,CMHRHEUM,0,CMHRHEUM,HIXNY|CMHRHEUM
