QE_NAME,SOURCE,smrn_count,AAAsViewedByQE,QEAndAAAppended
GRRHIO,UR0124,0,UR0124,GRRHIO|UR0124
HEALTHIX,DRETF,0,DRETF,HEALTHIX|DRETF
GRRHIO,UR2147,0,UR2147,GRRHIO|UR2147
HECDCS,CIRCARE,0,CIRCARE,HECDCS|CIRCARE
HIXNY,BELONGACO,0,BELONGACO,HIXNY|BELONGACO
HEALTHIX,GFMEP,0,GFMEP,HEALTHIX|GFMEP
HIXNY,IMATCRS,0,IMATCRS,HIXNY|IMATCRS
HIXNY,STPLMAMMODOC,0,STPLMAMMODOC,HIXNY|STPLMAMMODOC
HIXNY,PAPL315,0,PAPL315,HIXNY|PAPL315
HIXNY,BAPTDOC,0,BAPTDOC,HIXNY|BAPTDOC
HEALTHIX,PABK,0,PABK,HEALTHIX|PABK
HIXNY,WMCAPSNEPO,0,WMCAPSNEPO,HIXNY|WMCAPSNEPO
BRONX,L_BUKHMAN,0,L BUKHMAN,BRONX|L BUKHMAN
HEALTHIX,BHH,0,BHH,HEALTHIX|BHH
GRRHIO,RRH509,0,RRH509,GRRHIO|RRH509
GRRHIO,AFCC,0,AFCC,GRRHIO|AFCC
GRRHIO,UR0972,0,UR0972,GRRHIO|UR0972
HIXNY,SPCABLABDS,0,SPCABLABDS,HIXNY|SPCABLABDS
GRRHIO,UMI3,0,UMI3,GRRHIO|UMI3
HIXNY,GFHNEURO,0,GFHNEURO,HIXNY|GFHNEURO
HEALTHIX,KENO,0,KENO,HEALTHIX|KENO
BRONX,BETHEL_MEDICAL_PRACTICE,0,BETHEL MEDICAL PRACTICE,BRONX|BETHEL MEDICAL PRACTICE
HECDCS,FAIRGROUNDS-FAM,0,FAIRGROUNDS-FAM,HECDCS|FAIRGROUNDS-FAM
BRONX,GLOBAL_MEDICAL_CARE_ASSOC,0,GLOBAL MEDICAL CARE ASSOC,BRONX|GLOBAL MEDICAL CARE ASSOC
BRONX,HHAR-LHCSA,0,HHAR-LHCSA,BRONX|HHAR-LHCSA
GRRHIO,TRMMPC,0,TRMMPC,GRRHIO|TRMMPC
HEALTHIX,CSMA,0,CSMA,HEALTHIX|CSMA
HIXNY,CONCERTO,0,CONCERTO,HIXNY|CONCERTO
HIXNY,WMCAPSWHNWI,0,WMCAPSWHNWI,HIXNY|WMCAPSWHNWI
BRONX,MEERA_S_BOPPANA,0,MEERA S BOPPANA,BRONX|MEERA S BOPPANA
GRRHIO,UR1645,0,UR1645,GRRHIO|UR1645
TXD,MIDTEM,0,MIDTEM,TXD|MIDTEM
GRRHIO,UR2059,0,UR2059,GRRHIO|UR2059
HECDCS,CHILD-HOME-JEFF,0,CHILD-HOME-JEFF,HECDCS|CHILD-HOME-JEFF
HEALTHIX,CPMP,0,CPMP,HEALTHIX|CPMP
GRRHIO,WGCA,0,WGCA,GRRHIO|WGCA
GRRHIO,UR0982,0,UR0982,GRRHIO|UR0982
HECDCS,MAN-PSYCH,0,MAN-PSYCH,HECDCS|MAN-PSYCH
GRRHIO,GRN,0,GRN,GRRHIO|GRN
HEALTHIX,BKSP,0,BKSP,HEALTHIX|BKSP
HIXNY,GFHURO,0,GFHURO,HIXNY|GFHURO
HECDCS,OSWEGO-CTY,0,OSWEGO-CTY,HECDCS|OSWEGO-CTY
HIXNY,WMCAPSUROHADOC,0,WMCAPSUROHADOC,HIXNY|WMCAPSUROHADOC
HEALTHIX,ARMCC,0,ARMCC,HEALTHIX|ARMCC
GRRHIO,AMG2,0,AMG2,GRRHIO|AMG2
HECDCS,HUTCHINGS-PSYCH,0,HUTCHINGS-PSYCH,HECDCS|HUTCHINGS-PSYCH
HIXNY,AMHSAPULM,0,AMHSAPULM,HIXNY|AMHSAPULM
GRRHIO,UR2186,0,UR2186,GRRHIO|UR2186
HEALTHIX,DPMPC,0,DPMPC,HEALTHIX|DPMPC
HIXNY,WMCIPBH,0,WMCIPBH,HIXNY|WMCIPBH
HEALTHIX,ELASH,0,ELASH,HEALTHIX|ELASH
GRRHIO,UR2004,0,UR2004,GRRHIO|UR2004
BRONX,CRYSTAL_MEDICAL_CARE,0,CRYSTAL MEDICAL CARE,BRONX|CRYSTAL MEDICAL CARE
GRRHIO,UR0679,0,UR0679,GRRHIO|UR0679
HEALTHIX,XIZH,0,XIZH,HEALTHIX|XIZH
GRRHIO,UR1794,0,UR1794,GRRHIO|UR1794
TXD,BPCACT,0,BPCACT,TXD|BPCACT
GRRHIO,RR623,0,RR623,GRRHIO|RR623
GRRHIO,SCDN,0,SCDN,GRRHIO|SCDN
GRRHIO,UR1611,0,UR1611,GRRHIO|UR1611
HIXNY,WMCAPSNEUHADOC,0,WMCAPSNEUHADOC,HIXNY|WMCAPSNEUHADOC
GRRHIO,UR1702,0,UR1702,GRRHIO|UR1702
GRRHIO,RRH643,0,RRH643,GRRHIO|RRH643
GRRHIO,UR2285,0,UR2285,GRRHIO|UR2285
GRRHIO,VOH,0,VOH,GRRHIO|VOH
HEALTHIX,IPED,0,IPED,HEALTHIX|IPED
BRONX,MAIN_STREET_PEDIATRICS,0,MAIN STREET PEDIATRICS,BRONX|MAIN STREET PEDIATRICS
GRRHIO,UR2098,0,UR2098,GRRHIO|UR2098
GRRHIO,UR0985,0,UR0985,GRRHIO|UR0985
GRRHIO,RR264,0,RR264,GRRHIO|RR264
BRONX,AMSTERDAM_PEDIATRICS,0,AMSTERDAM PEDIATRICS,BRONX|AMSTERDAM PEDIATRICS
GRRHIO,UR0167,0,UR0167,GRRHIO|UR0167
HIXNY,SNTRBEHAVI,0,SNTRBEHAVI,HIXNY|SNTRBEHAVI
HEALTHIX,DEVALV,0,DEVALV,HEALTHIX|DEVALV
BRONX,DAVID_LAZALA,0,DAVID LAZALA,BRONX|DAVID LAZALA
HIXNY,AMGPCCWH,0,AMGPCCWH,HIXNY|AMGPCCWH
HIXNY,CPMGPOBGYN,0,CPMGPOBGYN,HIXNY|CPMGPOBGYN
GRRHIO,RR200,0,RR200,GRRHIO|RR200
HECDCS,CAY-COMM-MH,0,CAY-COMM-MH,HECDCS|CAY-COMM-MH
HIXNY,GOIDOC,0,GOIDOC,HIXNY|GOIDOC
HIXNY,ECHECPC,0,ECHECPC,HIXNY|ECHECPC
HECDCS,GLEN-ISLAND-CTR,0,GLEN-ISLAND-CTR,HECDCS|GLEN-ISLAND-CTR
GRRHIO,UR0997,0,UR0997,GRRHIO|UR0997
HEALTHIX,SLFHN,0,SLFHN,HEALTHIX|SLFHN
GRRHIO,UR1100,0,UR1100,GRRHIO|UR1100
HIXNY,AMHSAPEDHL7,0,AMHSAPEDHL7,HIXNY|AMHSAPEDHL7
TXD,HNSTEV,0,HNSTEV,TXD|HNSTEV
HEALTHIX,AHSL,0,AHSL,HEALTHIX|AHSL
GRRHIO,UR1253,0,UR1253,GRRHIO|UR1253
BRONX,FLUSHING_ANESTHESIA_PAIN_MGMT,0,FLUSHING ANESTHESIA PAIN MGMT,BRONX|FLUSHING ANESTHESIA PAIN MGMT
HEALTHIX,CABSHOME,0,CABSHOME,HEALTHIX|CABSHOME
GRRHIO,RRH990,0,RRH990,GRRHIO|RRH990
HECDCS,FORME-MED,0,FORME-MED,HECDCS|FORME-MED
GRRHIO,TCPED2,0,TCPED2,GRRHIO|TCPED2
HEALTHIX,CHCC,0,CHCC,HEALTHIX|CHCC
GRRHIO,UR1158,0,UR1158,GRRHIO|UR1158
GRRHIO,UR0657,0,UR0657,GRRHIO|UR0657
HIXNY,RRHRHSP2,0,RRHRHSP2,HIXNY|RRHRHSP2
HIXNY,WMCKC19DOC,0,WMCKC19DOC,HIXNY|WMCKC19DOC
HIXNY,MHPSYCHAND,0,MHPSYCHAND,HIXNY|MHPSYCHAND
HIXNY,WMCAPSHOHADOC,0,WMCAPSHOHADOC,HIXNY|WMCAPSHOHADOC
GRRHIO,UR2039,0,UR2039,GRRHIO|UR2039
TXD,PFMD,0,PFMD,TXD|PFMD
HEALTHIX,GLHC.DUPLICATE,0,GLHC,HEALTHIX|GLHC
HIXNY,AMPPCCPED,0,AMPPCCPED,HIXNY|AMPPCCPED
GRRHIO,RRH805,0,RRH805,GRRHIO|RRH805
GRRHIO,RR403,0,RR403,GRRHIO|RR403
GRRHIO,UR0202,0,UR0202,GRRHIO|UR0202
HECDCS,ONEIDA-COUNTY,0,ONEIDA-COUNTY,HECDCS|ONEIDA-COUNTY
GRRHIO,UR0292,0,UR0292,GRRHIO|UR0292
HIXNY,WMCAPSORTPO,0,WMCAPSORTPO,HIXNY|WMCAPSORTPO
HIXNY,6714,0,6714,HIXNY|6714
GRRHIO,UR0221,0,UR0221,GRRHIO|UR0221
BRONX,AHMADUR_RAHMAN,0,AHMADUR RAHMAN,BRONX|AHMADUR RAHMAN
HIXNY,SPVACP,0,SPVACP,HIXNY|SPVACP
HECDCS,CHP-ARLEO-EYE,0,CHP-ARLEO-EYE,HECDCS|CHP-ARLEO-EYE
GRRHIO,UR0159,0,UR0159,GRRHIO|UR0159
HECDCS,PP-NORTH-CTRY,0,PP-NORTH-CTRY,HECDCS|PP-NORTH-CTRY
HIXNY,SHBARIHL7,0,SHBARIHL7,HIXNY|SHBARIHL7
GRRHIO,UR1148,0,UR1148,GRRHIO|UR1148
HECDCS,VISITING-DOCS,0,VISITING-DOCS,HECDCS|VISITING-DOCS
GRRHIO,UR1789,0,UR1789,GRRHIO|UR1789
HEALTHIX,KMSP,0,KMSP,HEALTHIX|KMSP
GRRHIO,UR1671,0,UR1671,GRRHIO|UR1671
GRRHIO,UR1006,0,UR1006,GRRHIO|UR1006
GRRHIO,MFCI,0,MFCI,GRRHIO|MFCI
HEALTHIX,SLBH,0,SLBH,HEALTHIX|SLBH
GRRHIO,RRH078,0,RRH078,GRRHIO|RRH078
GRRHIO,UR1670,0,UR1670,GRRHIO|UR1670
HEALTHIX,EAMO,0,EAMO,HEALTHIX|EAMO
HIXNY,SPRHCHLTHCDOC,0,SPRHCHLTHCDOC,HIXNY|SPRHCHLTHCDOC
BRONX,AKASH_MEDICAL_CARE,0,AKASH MEDICAL CARE,BRONX|AKASH MEDICAL CARE
HEALTHIX,OZHALL,0,OZHALL,HEALTHIX|OZHALL
HIXNY,6199ALERT,0,6199ALERT,HIXNY|6199ALERT
GRRHIO,RR471,0,RR471,GRRHIO|RR471
TXD,NGRAPT,0,NGRAPT,TXD|NGRAPT
HIXNY,VNA,0,VNA,HIXNY|VNA
HIXNY,GRANDPAWLDOC,0,GRANDPAWLDOC,HIXNY|GRANDPAWLDOC
BRONX,SUNRISE_MEDICAL,0,SUNRISE MEDICAL,BRONX|SUNRISE MEDICAL
HEALTHIX,SYCHIN,0,SYCHIN,HEALTHIX|SYCHIN
GRRHIO,RRH633,0,RRH633,GRRHIO|RRH633
HIXNY,CDNYCR,0,CDNYCR,HIXNY|CDNYCR
GRRHIO,RRH402,0,RRH402,GRRHIO|RRH402
BRONX,AMAZING_MEDICAL_SRVCS,0,AMAZING MEDICAL SRVCS,BRONX|AMAZING MEDICAL SRVCS
BRONX,UHP,0,UHP,BRONX|UHP
HEALTHIX,AAMH,0,AAMH,HEALTHIX|AAMH
GRRHIO,UR0406,0,UR0406,GRRHIO|UR0406
TXD,UNV,0,UNV,TXD|UNV
HIXNY,AMALDOC,0,AMALDOC,HIXNY|AMALDOC
BRONX,VINAY_J_SHAH,0,VINAY J SHAH,BRONX|VINAY J SHAH
GRRHIO,RR473,0,RR473,GRRHIO|RR473
TXD,HNWLSB,0,HNWLSB,TXD|HNWLSB
GRRHIO,RR578,0,RR578,GRRHIO|RR578
GRRHIO,UR0859,0,UR0859,GRRHIO|UR0859
GRRHIO,PPG,0,PPG,GRRHIO|PPG
HIXNY,SPNEUNEUDOC,0,SPNEUNEUDOC,HIXNY|SPNEUNEUDOC
GRRHIO,RRH308,0,RRH308,GRRHIO|RRH308
HIXNY,GUILDEMS,0,GUILDEMS,HIXNY|GUILDEMS
GRRHIO,UR0826,0,UR0826,GRRHIO|UR0826
HEALTHIX,ECWJGBRC,0,ECWJGBRC,HEALTHIX|ECWJGBRC
HIXNY,1700966801SA,0,1700966801SA,HIXNY|1700966801SA
HIXNY,1932279049,0,1932279049,HIXNY|1932279049
GRRHIO,UR0131,0,UR0131,GRRHIO|UR0131
HIXNY,SPWABMEDDOC,0,SPWABMEDDOC,HIXNY|SPWABMEDDOC
GRRHIO,RR407,0,RR407,GRRHIO|RR407
BRONX,EAST_HAVEN_NURSING_AND_REHAB,0,EAST HAVEN NURSING AND REHAB,BRONX|EAST HAVEN NURSING AND REHAB
GRRHIO,UR0217,0,UR0217,GRRHIO|UR0217
HIXNY,NASCENTIAHO,0,NASCENTIAHO,HIXNY|NASCENTIAHO
HEALTHIX,BBALO,0,BBALO,HEALTHIX|BBALO
GRRHIO,RRH597,0,RRH597,GRRHIO|RRH597
HIXNY,CPFAMPRACDOC,0,CPFAMPRACDOC,HIXNY|CPFAMPRACDOC
BRONX,ORG_MEDICAL,0,ORG MEDICAL,BRONX|ORG MEDICAL
HIXNY,WMCAPSENTP,0,WMCAPSENTP,HIXNY|WMCAPSENTP
GRRHIO,SHHEC,0,SHHEC,GRRHIO|SHHEC
HIXNY,SHBARI,0,SHBARI,HIXNY|SHBARI
GRRHIO,RRH338,0,RRH338,GRRHIO|RRH338
HIXNY,1528283132,0,1528283132,HIXNY|1528283132
GRRHIO,CENTL,0,CENTL,GRRHIO|CENTL
HIXNY,SMHAGLOVHC,0,SMHAGLOVHC,HIXNY|SMHAGLOVHC
GRRHIO,RRH665,0,RRH665,GRRHIO|RRH665
HEALTHIX,ECWHHHFQHC,0,ECWHHHFQHC,HEALTHIX|ECWHHHFQHC
GRRHIO,UR2166,0,UR2166,GRRHIO|UR2166
HEALTHIX,WMP,0,WMP,HEALTHIX|WMP
GRRHIO,UR2014,0,UR2014,GRRHIO|UR2014
HEALTHIX,MEND,0,MEND,HEALTHIX|MEND
TXD,SHERMG,0,SHERMG,TXD|SHERMG
HEALTHIX,MORNNR,0,MORNNR,HEALTHIX|MORNNR
GRRHIO,RRH370,0,RRH370,GRRHIO|RRH370
HIXNY,AMHSANSRHL7,0,AMHSANSRHL7,HIXNY|AMHSANSRHL7
HEALTHIX,PED2000,0,PED2000,HEALTHIX|PED2000
GRRHIO,RRH091,0,RRH091,GRRHIO|RRH091
HECDCS,ST-JOHNS-RIVER-2,0,ST-JOHNS-RIVER-2,HECDCS|ST-JOHNS-RIVER-2
HIXNY,SARATOGFAM,0,SARATOGFAM,HIXNY|SARATOGFAM
GRRHIO,RR445,0,RR445,GRRHIO|RR445
HIXNY,1386730752,0,1386730752,HIXNY|1386730752
BRONX,ESSEN_NH,0,ESSEN NH,BRONX|ESSEN NH
BRONX,VIP_BH,0,VIP BH,BRONX|VIP BH
HIXNY,AMHSAOBMFM,0,AMHSAOBMFM,HIXNY|AMHSAOBMFM
GRRHIO,MSMDP,0,MSMDP,GRRHIO|MSMDP
GRRHIO,RR51,0,RR51,GRRHIO|RR51
HEALTHIX,BRSMD,0,BRSMD,HEALTHIX|BRSMD
HEALTHIX,STHEALTH,0,STHEALTH,HEALTHIX|STHEALTH
GRRHIO,UR1584,0,UR1584,GRRHIO|UR1584
HEALTHIX,WEZH,0,WEZH,HEALTHIX|WEZH
GRRHIO,UR0769,0,UR0769,GRRHIO|UR0769
HIXNY,WILTONEMS,0,WILTONEMS,HIXNY|WILTONEMS
HEALTHIX,PMKP,0,PMKP,HEALTHIX|PMKP
HEALTHIX,ENNRC,0,ENNRC,HEALTHIX|ENNRC
TXD,TMGAUT,0,TMGAUT,TXD|TMGAUT
HEALTHIX,CCOB,0,CCOB,HEALTHIX|CCOB
HIXNY,SPHRBBARIAT,0,SPHRBBARIAT,HIXNY|SPHRBBARIAT
BRONX,SVTN,0,SVTN,BRONX|SVTN
GRRHIO,UR1800,0,UR1800,GRRHIO|UR1800
GRRHIO,UR1940,0,UR1940,GRRHIO|UR1940
GRRHIO,GGR,0,GGR,GRRHIO|GGR
GRRHIO,UR0126,0,UR0126,GRRHIO|UR0126
HEALTHIX,BCCS,0,BCCS,HEALTHIX|BCCS
GRRHIO,UR1730,0,UR1730,GRRHIO|UR1730
GRRHIO,UR0192,0,UR0192,GRRHIO|UR0192
TXD,ECDOH2PART2,0,ECDOH2PART2,TXD|ECDOH2PART2
GRRHIO,FLPJTP,0,FLPJTP,GRRHIO|FLPJTP
HECDCS,VNS-ITHACA-TOMP,0,VNS-ITHACA-TOMP,HECDCS|VNS-ITHACA-TOMP
GRRHIO,UR0218,0,UR0218,GRRHIO|UR0218
HIXNY,SHENTHL7,0,SHENTHL7,HIXNY|SHENTHL7
HIXNY,SPHRBBARIATDOC,0,SPHRBBARIATDOC,HIXNY|SPHRBBARIATDOC
HIXNY,SPCCTRADONC,0,SPCCTRADONC,HIXNY|SPCCTRADONC
HECDCS,HURLEY-AVE-FAM,0,HURLEY-AVE-FAM,HECDCS|HURLEY-AVE-FAM
HEALTHIX,ECWOHPP,0,ECWOHPP,HEALTHIX|ECWOHPP
GRRHIO,RR283,0,RR283,GRRHIO|RR283
BRONX,YUAN_CONG_WANG,0,YUAN CONG WANG,BRONX|YUAN CONG WANG
GRRHIO,RR378,0,RR378,GRRHIO|RR378
GRRHIO,RR554,0,RR554,GRRHIO|RR554
BRONX,TIGA_PEDIATRICS,0,TIGA PEDIATRICS,BRONX|TIGA PEDIATRICS
HIXNY,1992350961,0,1992350961,HIXNY|1992350961
HECDCS,THRIVE,0,THRIVE,HECDCS|THRIVE
GRRHIO,UR0612,0,UR0612,GRRHIO|UR0612
HIXNY,18107,0,18107,HIXNY|18107
GRRHIO,BNSPC2,0,BNSPC2,GRRHIO|BNSPC2
GRRHIO,VMFD,0,VMFD,GRRHIO|VMFD
GRRHIO,UR2319,0,UR2319,GRRHIO|UR2319
HIXNY,WMCAPSOBSUDOC,0,WMCAPSOBSUDOC,HIXNY|WMCAPSOBSUDOC
GRRHIO,RRH412,0,RRH412,GRRHIO|RRH412
HIXNY,ELLENVILLEDOC,0,ELLENVILLEDOC,HIXNY|ELLENVILLEDOC
GRRHIO,RRH790,0,RRH790,GRRHIO|RRH790
GRRHIO,UR0741,0,UR0741,GRRHIO|UR0741
HIXNY,SPMGPSTPBRSDOC,0,SPMGPSTPBRSDOC,HIXNY|SPMGPSTPBRSDOC
BRONX,GEORGE_HALL,0,GEORGE HALL,BRONX|GEORGE HALL
HIXNY,HECTCMG,0,HECTCMG,HIXNY|HECTCMG
HEALTHIX,HCDO,0,HCDO,HEALTHIX|HCDO
GRRHIO,UR0566,0,UR0566,GRRHIO|UR0566
BRONX,YAN_FENG_CHEN,0,YAN FENG CHEN,BRONX|YAN FENG CHEN
HIXNY,WMCOPDMEDS,0,WMCOPDMEDS,HIXNY|WMCOPDMEDS
GRRHIO,UR1728,0,UR1728,GRRHIO|UR1728
GRRHIO,RRH469,0,RRH469,GRRHIO|RRH469
GRRHIO,RR527,0,RR527,GRRHIO|RR527
HEALTHIX,ASDNY,0,ASDNY,HEALTHIX|ASDNY
HIXNY,WMCBSMGHFP,0,WMCBSMGHFP,HIXNY|WMCBSMGHFP
GRRHIO,UR0959,0,UR0959,GRRHIO|UR0959
GRRHIO,RR388,0,RR388,GRRHIO|RR388
HIXNY,TERESIAN,0,TERESIAN,HIXNY|TERESIAN
GRRHIO,RRH708,0,RRH708,GRRHIO|RRH708
GRRHIO,UR0356,0,UR0356,GRRHIO|UR0356
BRONX,MS_ALAM_MEDICAL_CARE,0,MS ALAM MEDICAL CARE,BRONX|MS ALAM MEDICAL CARE
GRRHIO,RRH800,0,RRH800,GRRHIO|RRH800
GRRHIO,UR1715,0,UR1715,GRRHIO|UR1715
HIXNY,SETONREHABCPDOC,0,SETONREHABCPDOC,HIXNY|SETONREHABCPDOC
GRRHIO,UR0232,0,UR0232,GRRHIO|UR0232
GRRHIO,UR0128,0,UR0128,GRRHIO|UR0128
HIXNY,SHALLER,0,SHALLER,HIXNY|SHALLER
GRRHIO,RRH381,0,RRH381,GRRHIO|RRH381
GRRHIO,RRH056,0,RRH056,GRRHIO|RRH056
HIXNY,ELLSBHIPC,0,ELLSBHIPC,HIXNY|ELLSBHIPC
HIXNY,WMCAPSOBPODOC,0,WMCAPSOBPODOC,HIXNY|WMCAPSOBPODOC
GRRHIO,RRH579,0,RRH579,GRRHIO|RRH579
HIXNY,WMCAPSENDKIDOC,0,WMCAPSENDKIDOC,HIXNY|WMCAPSENDKIDOC
HIXNY,SNTPSLABDS,0,SNTPSLABDS,HIXNY|SNTPSLABDS
HEALTHIX,PPCPC,0,PPCPC,HEALTHIX|PPCPC
GRRHIO,UR1742,0,UR1742,GRRHIO|UR1742
HECDCS,NORTH-LIGHTS,0,NORTH-LIGHTS,HECDCS|NORTH-LIGHTS
HEALTHIX,ZPZHOU,0,ZPZHOU,HEALTHIX|ZPZHOU
GRRHIO,UR2169,0,UR2169,GRRHIO|UR2169
HEALTHIX,CHVA,0,CHVA,HEALTHIX|CHVA
GRRHIO,EMSGRCAS,0,EMSGRCAS,GRRHIO|EMSGRCAS
HECDCS,NAJI-EL-KHOURY,0,NAJI-EL-KHOURY,HECDCS|NAJI-EL-KHOURY
GRRHIO,RR588,0,RR588,GRRHIO|RR588
HECDCS,NORTH-WEST-REST,0,NORTH-WEST-REST,HECDCS|NORTH-WEST-REST
HEALTHIX,ECWLESFM,0,ECWLESFM,HEALTHIX|ECWLESFM
HEALTHIX,ECWWITA,0,ECWWITA,HEALTHIX|ECWWITA
GRRHIO,RR7,0,RR7,GRRHIO|RR7
GRRHIO,UR0773,0,UR0773,GRRHIO|UR0773
HIXNY,MMGLOUISFH,0,MMGLOUISFH,HIXNY|MMGLOUISFH
GRRHIO,RRH914,0,RRH914,GRRHIO|RRH914
HEALTHIX,PAVQRN,0,PAVQRN,HEALTHIX|PAVQRN
HECDCS,CNY-FACIAL-SURG,0,CNY-FACIAL-SURG,HECDCS|CNY-FACIAL-SURG
HEALTHIX,RHILLS,0,RHILLS,HEALTHIX|RHILLS
BRONX,TRUE_CARE_MEDICAL,0,TRUE CARE MEDICAL,BRONX|TRUE CARE MEDICAL
HIXNY,WMCAPSCSVA,0,WMCAPSCSVA,HIXNY|WMCAPSCSVA
GRRHIO,EMS,0,EMS,GRRHIO|EMS
HIXNY,210720,0,210720,HIXNY|210720
GRRHIO,RR362,0,RR362,GRRHIO|RR362
GRRHIO,UR2152,0,UR2152,GRRHIO|UR2152
GRRHIO,RR602,0,RR602,GRRHIO|RR602
HECDCS,SOUTHER-TIER-CON,0,SOUTHER-TIER-CON,HECDCS|SOUTHER-TIER-CON
GRRHIO,UR2115,0,UR2115,GRRHIO|UR2115
BRONX,PEDIATRIC_FAMILY,0,PEDIATRIC FAMILY,BRONX|PEDIATRIC FAMILY
HECDCS,ACR-HEALTH,0,ACR-HEALTH,HECDCS|ACR-HEALTH
HEALTHIX,SMH.DUPLICATE1,0,SMH,HEALTHIX|SMH
GRRHIO,RRH361,0,RRH361,GRRHIO|RRH361
HEALTHIX,PCLI,0,PCLI,HEALTHIX|PCLI
BRONX,ADULTS_MEDICAL_CARE,0,ADULTS MEDICAL CARE,BRONX|ADULTS MEDICAL CARE
HIXNY,SPDCHDENTAL,0,SPDCHDENTAL,HIXNY|SPDCHDENTAL
HECDCS,RABIA-RIZWANA,0,RABIA-RIZWANA,HECDCS|RABIA-RIZWANA
GRRHIO,UR1516,0,UR1516,GRRHIO|UR1516
GRRHIO,RR690,0,RR690,GRRHIO|RR690
HEALTHIX,ECWHLMC,0,ECWHLMC,HEALTHIX|ECWHLMC
HEALTHIX,SBMOMENS,0,SBMOMENS,HEALTHIX|SBMOMENS
HIXNY,GREENPOREMS,0,GREENPOREMS,HIXNY|GREENPOREMS
GRRHIO,WCDN,0,WCDN,GRRHIO|WCDN
HEALTHIX,MARTC,0,MARTC,HEALTHIX|MARTC
GRRHIO,UR0999,0,UR0999,GRRHIO|UR0999
HIXNY,SPALED,0,SPALED,HIXNY|SPALED
HEALTHIX,PHOLI,0,PHOLI,HEALTHIX|PHOLI
HEALTHIX,URBPATH,0,URBPATH,HEALTHIX|URBPATH
HIXNY,ROTTEREMS,0,ROTTEREMS,HIXNY|ROTTEREMS
GRRHIO,RR590,0,RR590,GRRHIO|RR590
HEALTHIX,SYTM,0,SYTM,HEALTHIX|SYTM
HIXNY,SVMCLab,0,SVMCLab,HIXNY|SVMCLab
HIXNY,SPCPMURODOC,0,SPCPMURODOC,HIXNY|SPCPMURODOC
HECDCS,SITRIN-HEALTH,0,SITRIN-HEALTH,HECDCS|SITRIN-HEALTH
HEALTHIX,IDCCH,0,IDCCH,HEALTHIX|IDCCH
GRRHIO,RRH084,0,RRH084,GRRHIO|RRH084
GRRHIO,RRH962,0,RRH962,GRRHIO|RRH962
HIXNY,SPHPNRCDOC,0,SPHPNRCDOC,HIXNY|SPHPNRCDOC
HEALTHIX,SSAS,0,SSAS,HEALTHIX|SSAS
GRRHIO,RR361,0,RR361,GRRHIO|RR361
HIXNY,SPCPMURO,0,SPCPMURO,HIXNY|SPCPMURO
GRRHIO,UR0449,0,UR0449,GRRHIO|UR0449
HEALTHIX,LMDNY,0,LMDNY,HEALTHIX|LMDNY
GRRHIO,RPC,0,RPC,GRRHIO|RPC
HIXNY,OMHRCPC26,0,OMHRCPC26,HIXNY|OMHRCPC26
HEALTHIX,LAMDMG,0,LAMDMG,HEALTHIX|LAMDMG
TXD,SHHC,0,SHHC,TXD|SHHC
HEALTHIX,ONRC,0,ONRC,HEALTHIX|ONRC
GRRHIO,UR0549,0,UR0549,GRRHIO|UR0549
HIXNY,WMCOPDGI,0,WMCOPDGI,HIXNY|WMCOPDGI
HIXNY,WMCAPSESSHA,0,WMCAPSESSHA,HIXNY|WMCAPSESSHA
HIXNY,SHCPFANTICGDOC,0,SHCPFANTICGDOC,HIXNY|SHCPFANTICGDOC
GRRHIO,SIM,0,SIM,GRRHIO|SIM
GRRHIO,RRH992,0,RRH992,GRRHIO|RRH992
HIXNY,ECHCPPC,0,ECHCPPC,HIXNY|ECHCPPC
BRONX,HZ_NP_FAMILY_HEALTH,0,HZ NP FAMILY HEALTH,BRONX|HZ NP FAMILY HEALTH
HIXNY,SPVPLMED,0,SPVPLMED,HIXNY|SPVPLMED
HIXNY,WMCAPSIDHAWDOC,0,WMCAPSIDHAWDOC,HIXNY|WMCAPSIDHAWDOC
GRRHIO,RR366,0,RR366,GRRHIO|RR366
GRRHIO,UR2193,0,UR2193,GRRHIO|UR2193
HEALTHIX,USTH,0,USTH,HEALTHIX|USTH
GRRHIO,OCMH.DUPLICATE,0,OCMH,GRRHIO|OCMH
HIXNY,CPMGENDO,0,CPMGENDO,HIXNY|CPMGENDO
HEALTHIX,IGPEDS,0,IGPEDS,HEALTHIX|IGPEDS
GRRHIO,UR1628,0,UR1628,GRRHIO|UR1628
HEALTHIX,RNH,0,RNH,HEALTHIX|RNH
HIXNY,SPALPULMDOC,0,SPALPULMDOC,HIXNY|SPALPULMDOC
GRRHIO,OFM,0,OFM,GRRHIO|OFM
BRONX,BAINBRIDGE_NURSING_AND_REHAB,0,BAINBRIDGE NURSING AND REHAB,BRONX|BAINBRIDGE NURSING AND REHAB
HIXNY,SHCPFFMCPDOC,0,SHCPFFMCPDOC,HIXNY|SHCPFFMCPDOC
GRRHIO,UR0948,0,UR0948,GRRHIO|UR0948
HEALTHIX,BMMD,0,BMMD,HEALTHIX|BMMD
HEALTHIX,TIDO,0,TIDO,HEALTHIX|TIDO
HEALTHIX,ABMP,0,ABMP,HEALTHIX|ABMP
GRRHIO,RRH729,0,RRH729,GRRHIO|RRH729
GRRHIO,UR1707,0,UR1707,GRRHIO|UR1707
